Country	City	PM10	Year	Notes	Notes	PM2	Year
Canada	TORONTO	14	2013	"3 stations, NA"	measured data	8	2013
Canada	TROIS-RIVIERES	19	2013	-	converted from PM2.5	11	2013
Canada	VANCOUVER	12	2013	-	converted from PM2.5	7	2013
Canada	VANDERHOOF	21	2013	-	converted from PM2.5	12	2013
Canada	VARENNES	16	2013	-	converted from PM2.5	9	2013
Canada	VICTORIA	13	2013	-	converted from PM2.5	8	2013
Canada	WEST VANCOUVER	9	2013	-	converted from PM2.5	5	2013
Canada	WHITEHORSE	11	2013	-	converted from PM2.5	6	2013
Canada	WILLIAMS LAKE	15	2013	"1 station, NA"	measured data	9	2013
Canada	WINDSOR	17	2013	"1 station, NA"	measured data	10	2013
Canada	WINNIPEG	17	2013	"1 station, NA"	measured data	7	2013
Canada	YELLOWKNIFE	11	2013	"1 station, NA"	measured data	6	2013
Chile	Andacollo	67	2014	"1 station, NA"	measured data	31	2014
Chile	Antofagasta	40	2014	"1 station, NA"	measured data	12	2014
Chile	Arica	33	2014	-	converted from PM2.5	15	2014
Chile	Copiapó	47	2014	"1 station, NA"	measured data	19	2014
Chile	Coquimbo	31	2014	-	converted from PM2.5	14	2014
Chile	Coyhaique	75	2014	"2 stations, NA"	measured data	64	2014
Chile	Curico	51	2014	"1 station, NA"	measured data	27	2014
Chile	Huasco	25	2014	-	converted from PM2.5	11	2014
Chile	Maule	42	2014	"1 station, NA"	measured data	22	2014
Chile	Osorno	54	2014	"1 station, NA"	measured data	35	2014
Chile	Padre las Casas	64	2014	"1 station, NA"	measured data	35	2014
Chile	Punta Arenas	12	2014	-	converted from PM2.5	5	2014
Chile	Quilpué	40	2014	"1 station, NA"	measured data	18	2014
Chile	Rancagua	75	2014	"2 stations, NA"	measured data	30	2014
Chile	Rengo	49	2014	"1 station, NA"	measured data	23	2014
Chile	San Fernando	43	2014	"1 station, NA"	measured data	20	2014
Chile	Santiago	64	2014	"10 stations, NA"	measured data	29	2014
Chile	Talagante	41	2014	"1 station, NA"	measured data	19	2014
Chile	Talca	49	2014	"2 stations, NA"	measured data	25	2014
Chile	Temuco	50	2014	"2 stations, NA"	measured data	31	2014
Chile	Valdivia	47	2014	"1 station, NA"	measured data	29	2014
Chile	Valparaíso	34	2014	-	converted from PM2.5	16	2014
Chile	Vina del Mar	34	2014	"1 station, NA"	measured data	13	2014
China	Anshan	98	2014	-	converted from PM2.5	65	2014
China	Anyang	119	2014	-	converted from PM2.5	79	2014
China	Baoding	190	2014	-	converted from PM2.5	126	2014
China	Baoji	98	2014	-	converted from PM2.5	65	2014
China	Baotou	77	2014	-	converted from PM2.5	51	2014
China	Beihai	60	2014	-	converted from PM2.5	40	2014
China	Beijing	108	2013	NA	measured data	85	2014
China	Benxi	81	2014	-	converted from PM2.5	54	2014
China	Binzhou	80	2014	-	converted from PM2.5	53	2014
China	Cangzhou	133	2014	-	converted from PM2.5	88	2014
China	Changchun	130	2013	NA	measured data	64	2014
China	Changde	80	2014	-	converted from PM2.5	53	2014
China	Changhua	48	2014	-	converted from PM2.5	32	2014
China	Changsha	94	2013	NA	measured data	74	2014
China	Changshu	74	2014	-	converted from PM2.5	49	2014
China	Changzhi	101	2014	-	converted from PM2.5	67	2014
China	Changzhou	99	2014	-	converted from PM2.5	65	2014
China	Chaozhou	65	2014	-	converted from PM2.5	43	2014
China	Chengde	80	2014	-	converted from PM2.5	53	2014
China	Chengdu	150	2013	NA	measured data	71	2014
China	Chiayi	46	2014	-	converted from PM2.5	31	2014
China	Chifeng	60	2014	-	converted from PM2.5	40	2014
China	Chongqing	106	2013	NA	measured data	61	2014
China	Dalian	84	2014	-	converted from PM2.5	56	2014
China	Dandong	74	2014	-	converted from PM2.5	49	2014
China	Daqing	54	2014	-	converted from PM2.5	36	2014
China	Datong	63	2014	-	converted from PM2.5	42	2014
China	Deyang	68	2014	-	converted from PM2.5	45	2014
China	Dezhou	90	2014	-	converted from PM2.5	59	2014
China	Dongguan	65	2013	NA	measured data	43	2014
China	Dongying	81	2014	-	converted from PM2.5	54	2014
China	Eerduosi	42	2014	-	converted from PM2.5	28	2014
China	Foshan	83	2013	NA	measured data	44	2014
China	Fushun	80	2014	-	converted from PM2.5	53	2014
China	Fuyang	90	2014	-	converted from PM2.5	60	2014
China	Fuzhou	64	2013	NA	measured data	31	2014
China	Guangzhou	72	2013	NA	measured data	48	2014
China	Guilin	83	2014	-	converted from PM2.5	55	2014
China	Guiyang	85	2013	NA	measured data	49	2014
China	Haikou	47	2013	NA	measured data	22	2014
China	Haimen	77	2014	-	converted from PM2.5	51	2014
China	Handan	169	2014	-	converted from PM2.5	112	2014
China	Hangzhou	106	2013	NA	measured data	61	2014
China	Harbin	119	2013	NA	measured data	71	2014
China	Hefei	115	2013	NA	measured data	79	2014
China	Hengshui	161	2014	-	converted from PM2.5	107	2014
China	Heyuan	60	2014	-	converted from PM2.5	40	2014
China	Heze	91	2014	-	converted from PM2.5	60	2014
China	Hohhot	146	2013	NA	measured data	43	2014
China	Hong Kong	49	2013	"13 stations, roadside air quality monitoring station for measuring street level air quality"	measured data	29	2014
China	Hsinchu	33	2014	-	converted from PM2.5	22	2014
China	Huai'an	98	2014	-	converted from PM2.5	65	2014
China	Hualien	18	2014	-	converted from PM2.5	12	2014
China	Huizhou	59	2013	NA	measured data	35	2014
China	Huludao	84	2014	-	converted from PM2.5	56	2014
China	Huzhou	111	2013	NA	measured data	63	2014
China	Jiangmen	77	2013	NA	measured data	43	2014
China	Jiangyin	102	2014	-	converted from PM2.5	68	2014
China	Jiaonan	79	2014	-	converted from PM2.5	53	2014
China	Jiaozhou	79	2014	-	converted from PM2.5	53	2014
China	Jiaozuo	103	2014	-	converted from PM2.5	68	2014
China	Jiaxing	94	2013	NA	measured data	56	2014
China	Jiayuguan	47	2014	-	converted from PM2.5	31	2014
China	Jieyang	60	2014	-	converted from PM2.5	40	2014
China	Jilin	76	2014	-	converted from PM2.5	50	2014
China	Jimo	77	2014	-	converted from PM2.5	51	2014
China	Jinan	199	2013	NA	measured data	52	2014
China	Jinchang	48	2014	-	converted from PM2.5	32	2014
China	Jingzhou	112	2014	-	converted from PM2.5	74	2014
China	Jinhua	99	2013	NA	measured data	63	2014
China	Jining	81	2014	-	converted from PM2.5	54	2014
China	Jintan	72	2014	-	converted from PM2.5	48	2014
China	Jinzhou	84	2014	-	converted from PM2.5	55	2014
China	Jiujiang	60	2014	-	converted from PM2.5	40	2014
China	Jurong	97	2014	-	converted from PM2.5	65	2014
China	Kaifeng	106	2014	-	converted from PM2.5	70	2014
China	Kaohsiung	46	2014	-	converted from PM2.5	30	2014
China	Karamay	50	2014	-	converted from PM2.5	33	2014
China	Keelung	30	2014	-	converted from PM2.5	20	2014
China	Kinmen	48	2014	-	converted from PM2.5	32	2014
China	Korla	87	2014	-	converted from PM2.5	58	2014
China	Kunming	82	2013	NA	measured data	34	2014
China	Kunshan	69	2014	-	converted from PM2.5	46	2014
China	Laiwu	103	2014	-	converted from PM2.5	68	2014
China	Laixi	84	2014	-	converted from PM2.5	56	2014
China	Laizhou	84	2014	-	converted from PM2.5	56	2014
China	Langfang	144	2014	-	converted from PM2.5	96	2014
China	Lanzhou	153	2013	NA	measured data	58	2014
China	Lhasa	64	2013	NA	measured data	24	2014
China	Lianyungang	92	2014	-	converted from PM2.5	61	2014
China	Liaocheng	96	2014	-	converted from PM2.5	63	2014
China	Lienchiang	39	2014	-	converted from PM2.5	26	2014
China	Lin'an	87	2014	-	converted from PM2.5	58	2014
China	Linfen	94	2014	-	converted from PM2.5	62	2014
China	Linyi	84	2014	-	converted from PM2.5	56	2014
China	Lishui	69	2013	NA	measured data	43	2014
China	Liuzhou	98	2014	-	converted from PM2.5	65	2014
China	Liyang	78	2014	-	converted from PM2.5	52	2014
China	Luoyang	85	2014	-	converted from PM2.5	56	2014
China	Luzhou	75	2014	-	converted from PM2.5	50	2014
China	Maanshan	87	2014	-	converted from PM2.5	57	2014
China	Maoming	49	2014	-	converted from PM2.5	32	2014
China	Meizhou	51	2014	-	converted from PM2.5	34	2014
China	Mianyang	66	2014	-	converted from PM2.5	44	2014
China	Miaoli	37	2014	-	converted from PM2.5	25	2014
China	Mudanjiang	75	2014	-	converted from PM2.5	50	2014
China	Nanchang	116	2013	NA	measured data	49	2014
China	Nanchong	86	2014	-	converted from PM2.5	57	2014
China	Nanjing	137	2013	NA	measured data	72	2014
China	Nanning	90	2013	NA	measured data	47	2014
China	Nantong	90	2014	-	converted from PM2.5	60	2014
China	Nantou	51	2014	-	converted from PM2.5	34	2014
China	New Taipei	34	2014	-	converted from PM2.5	22	2014
China	Ningbo	86	2013	NA	measured data	45	2014
China	Panjin	85	2014	-	converted from PM2.5	56	2014
China	Panzhihua	48	2014	-	converted from PM2.5	32	2014
China	Penghu	24	2014	-	converted from PM2.5	16	2014
China	Penglai	69	2014	-	converted from PM2.5	46	2014
China	Pingdingshan	105	2014	-	converted from PM2.5	70	2014
China	Pingdu	88	2014	-	converted from PM2.5	58	2014
China	Pingtung	34	2014	-	converted from PM2.5	22	2014
China	Qingdao	106	2013	NA	measured data	46	2014
China	Qingyuan	63	2014	-	converted from PM2.5	42	2014
China	Qinhuangdao	91	2014	-	converted from PM2.5	60	2014
China	Qiqihar	52	2014	-	converted from PM2.5	35	2014
China	Quanzhou	48	2014	-	converted from PM2.5	32	2014
China	Qujing	48	2014	-	converted from PM2.5	32	2014
China	Quzhou	94	2013	NA	measured data	57	2014
China	Rizhao	57	2014	-	converted from PM2.5	38	2014
China	Rongcheng	57	2014	-	converted from PM2.5	38	2014
China	Rushan	72	2014	-	converted from PM2.5	48	2014
China	Sanmenxia	96	2014	-	converted from PM2.5	64	2014
China	Sanya	23	2014	-	converted from PM2.5	15	2014
China	Shanghai	84	2013	NA	measured data	52	2014
China	Shantou	57	2014	-	converted from PM2.5	38	2014
China	Shanwei	41	2014	-	converted from PM2.5	27	2014
China	Shaoguan	73	2014	-	converted from PM2.5	48	2014
China	Shaoxing	105	2013	NA	measured data	64	2014
China	Shenyang	129	2013	NA	measured data	72	2014
China	Shenzhen	61	2013	NA	measured data	34	2014
China	Shijiazhuang	305	2013	NA	measured data	121	2014
China	Shizuishan	62	2014	-	converted from PM2.5	41	2014
China	Shouguang	117	2014	-	converted from PM2.5	78	2014
China	Suqian	102	2014	-	converted from PM2.5	68	2014
China	Suzhou	97	2014	-	converted from PM2.5	64	2014
China	Taian	83	2014	-	converted from PM2.5	55	2014
China	Taicang	82	2014	-	converted from PM2.5	55	2014
China	Taichung	44	2014	-	converted from PM2.5	29	2014
China	Tainan	44	2014	-	converted from PM2.5	29	2014
China	Taipei	28	2014	-	converted from PM2.5	19	2014
China	Taitung	16	2014	-	converted from PM2.5	11	2014
China	Taiyuan	157	2013	NA	measured data	67	2014
China	Taizhou	82	2013	NA	measured data	61	2014
China	Tangshan	153	2014	-	converted from PM2.5	102	2014
China	Taoyuan	36	2014	-	converted from PM2.5	24	2014
China	Tianjin	150	2013	NA	measured data	87	2014
China	Tongchuan	97	2014	-	converted from PM2.5	64	2014
China	Urumqi	146	2013	NA	measured data	64	2014
China	Wafangdian	88	2014	-	converted from PM2.5	59	2014
China	Weifang	73	2014	-	converted from PM2.5	49	2014
China	Weihai	45	2014	-	converted from PM2.5	30	2014
China	Weinan	102	2014	-	converted from PM2.5	68	2014
China	Wendeng	69	2014	-	converted from PM2.5	46	2014
China	Wenzhou	94	2013	NA	measured data	46	2014
China	Wuhan	124	2013	NA	measured data	80	2014
China	Wuhu	92	2014	-	converted from PM2.5	61	2014
China	Wujiang	85	2014	-	converted from PM2.5	56	2014
China	Wuxi	101	2014	-	converted from PM2.5	67	2014
China	Xiamen	62	2013	NA	measured data	36	2014
China	Xi'an	189	2013	NA	measured data	70	2014
China	Xiangtan	105	2014	-	converted from PM2.5	70	2014
China	Xianyang	98	2014	-	converted from PM2.5	65	2014
China	Xingtai	193	2014	-	converted from PM2.5	128	2014
China	Xining	163	2013	NA	measured data	62	2014
China	Xuzhou	100	2014	-	converted from PM2.5	66	2014
China	Yan'an	73	2014	-	converted from PM2.5	48	2014
China	Yancheng	86	2014	-	converted from PM2.5	57	2014
China	Yangjiang	48	2014	-	converted from PM2.5	32	2014
China	Yangquan	105	2014	-	converted from PM2.5	70	2014
China	Yangzhou	97	2014	-	converted from PM2.5	65	2014
China	Yantai	46	2014	-	converted from PM2.5	31	2014
China	Yibin	78	2014	-	converted from PM2.5	52	2014
China	Yichang	106	2014	-	converted from PM2.5	70	2014
China	Yilan	24	2014	-	converted from PM2.5	16	2014
China	Yinchuan	118	2013	NA	measured data	47	2014
China	Yingkou	61	2014	-	converted from PM2.5	40	2014
China	Yiwu	88	2014	-	converted from PM2.5	59	2014
China	Yixing	81	2014	-	converted from PM2.5	54	2014
China	Yueyang	73	2014	-	converted from PM2.5	49	2014
China	Yunfu	47	2014	-	converted from PM2.5	31	2014
China	Yunlin	46	2014	-	converted from PM2.5	31	2014
China	Yuxi	46	2014	-	converted from PM2.5	30	2014
China	Zaozhuang	73	2014	-	converted from PM2.5	48	2014
China	Zhangjiagang	91	2014	-	converted from PM2.5	60	2014
China	Zhangjiajie	71	2014	-	converted from PM2.5	47	2014
China	Zhangjiakou	51	2014	-	converted from PM2.5	34	2014
China	Zhangqiu	71	2014	-	converted from PM2.5	47	2014
China	Zhanjiang	39	2014	-	converted from PM2.5	26	2014
China	Zhaoqing	85	2013	NA	measured data	55	2014
China	Zhaoyuan	82	2014	-	converted from PM2.5	55	2014
China	Zhengzhou	171	2013	NA	measured data	86	2014
China	Zhenjiang	99	2014	-	converted from PM2.5	66	2014
China	Zhongshan	66	2013	NA	measured data	38	2014
China	Zhoushan	58	2013	NA	measured data	29	2014
China	Zhuhai	59	2013	NA	measured data	35	2014
China	Zhuji	88	2014	-	converted from PM2.5	59	2014
China	Zhuzhou	105	2014	-	converted from PM2.5	69	2014
China	Zibo	82	2014	-	converted from PM2.5	55	2014
China	Zigong	97	2014	-	converted from PM2.5	64	2014
China	Zunyi	74	2014	-	converted from PM2.5	49	2014
Colombia	Armenia	25	2014	"1 station, urban background"	measured data	11	2014
Colombia	Barbosa	32	2014	"1 station, suburban background"	measured data	14	2014
Colombia	Bello	43	2014	"1 station, urban background"	measured data	19	2014
Colombia	Bogotá	52	2014	"10 stations, urban background/urban traffic"	measured data	24	2014
Colombia	Bucaramanga	47	2014	"2 stations, NA"	measured data	21	2014
Colombia	Caldas	49	2014	"1 station, NA"	measured data	25	2014
Colombia	Cali	41	2014	"4 stations, Urban background"	measured data	17	2014
Colombia	Ciénaga	48	2014	"1 station, Urban background"	measured data	21	2014
Colombia	Copacabana	35	2014	"1 station, suburban background"	measured data	16	2014
Colombia	Girardota	46	2014	"1 station, NA"	measured data	21	2014
Colombia	Itagüí	50	2014	"3 stations, urban/suburban"	measured data	29	2014
Colombia	La Estrella	47	2014	"2 stations, suburban background"	measured data	41	2014
Colombia	Manizales	26	2014	"6 stations, urban"	measured data	18	2014
Colombia	Medellin	45	2014	"5 stations, urban/suburban background"	measured data	26	2014
Colombia	Pasto	18	2014	"1 station, urban background"	measured data	9	2014
Colombia	Sabaneta	43	2014	"1 station, urban background"	measured data	19	2014
Colombia	Santa Marta	36	2014	"4 stations, Urban background"	measured data	16	2014
Colombia	Valledupar	36	2014	"2 stations, urban background"	measured data	16	2014
Costa Rica	Alajuela	28	2013	"1 station, Urban"	measured data	20	2013
Costa Rica	Belén	31	2013	"1 station, unspecified"	measured data	30	2013
Costa Rica	Cartago	27	2013	"1 station, Urban"	measured data	19	2013
Costa Rica	Heredia	47	2013	"1 station, Urban"	measured data	29	2013
Costa Rica	Moravia	20	2013	-	converted from PM2.5	14	2013
Costa Rica	San José	27	2013	"2 stations, Urban"	measured data	24	2013
Costa Rica	Santa Ana	23	2013	"1 station, Urban"	measured data	16	2013
Croatia	KUTINA	32	2013	"1 station, industrial, urban"	measured data	19	2013
Croatia	OSIJEK	33	2013	"1 station, traffic, urban"	measured data	20	2013
Croatia	RIJEKA	18	2013	"1 station, industrial, urban"	measured data	11	2013
Croatia	SISAK	37	2013	"1 station, industrial, urban"	measured data	23	2013
Croatia	ZAGREB	36	2013	"2 stations, traffic, urban"	measured data	22	2013
Cyprus	AYIA MARINA	26	2013	"1 station, background, rural-regional"	measured data	13	2013
Cyprus	LARNAKA	36	2013	-	converted from PM2.5	17	2013
Cyprus	LIMASSOL	37	2013	"1 station, background, urban"	measured data	17	2013
Cyprus	NICOSIA	47	2013	"1 station, traffic, urban"	measured data	17	2013
Cyprus	PAFOS	36	2013	-	converted from PM2.5	16	2013
Czechia	BEROUN	27	2013	"1 station, traffic, urban"	measured data	13	2013
Czechia	BRANDYS	25	2013	"1 station, background, suburban"	measured data	19	2013
Czechia	BRNO	25	2013	"4 stations, background, suburban"	measured data	20	2013
Czechia	CESKA LIPA	23	2013	"1 station, background, urban"	measured data	17	2013
Czechia	CESKE BUDEJOVICE	23	2013	"1 station, background, urban"	measured data	18	2013
Czechia	CESKY TESIN	45	2013	"1 station, background, urban"	measured data	33	2013
Czechia	CHEB	19	2013	"1 station, background, suburban"	measured data	14	2013
Czechia	CHOMUTOV	25	2013	"1 station, background, urban"	measured data	18	2013
Czechia	DECIN	30	2013	"1 station, background, urban"	measured data	22	2013
Czechia	FRYDEK-MISTEK	38	2013	"1 station, background, suburban"	measured data	28	2013
Czechia	HAVIROV	45	2013	"1 station, background, urban"	measured data	33	2013
Czechia	HRADEC KRALOVE	26	2013	"2 stations, background urban, traffic, urban"	measured data	21	2013
Czechia	JABLONEC	22	2013	"1 station, background, urban"	measured data	16	2013
Czechia	Jicín	22	2013	"1 station, background, urban"	measured data	18	2013
Czechia	JIHLAVA	20	2013	"1 station, background, urban"	measured data	17	2013
Czechia	KARLOVY VARY	25	2013	"1 station, traffic, urban"	measured data	19	2013
Czechia	KARVINA	43	2013	"1 station, background, urban"	measured data	32	2013
Czechia	KLADNO	30	2013	"2 stations, background, urban"	measured data	12	2013
Czechia	KUTNA HORA	24	2013	"1 station, background, suburban"	measured data	18	2013
Czechia	LIBEREC	25	2013	"1 station, background, urban"	measured data	22	2013
Czechia	LITOMERICE	27	2013	"1 station, background, urban"	measured data	20	2013
Czechia	MLADA BOLESLAV	26	2013	"1 station, background, urban"	measured data	19	2013
Czechia	MOST	31	2013	"1 station, background, urban"	measured data	22	2013
Czechia	OLOMOUC-HEJCIN	33	2013	-	converted from PM2.5	25	2013
Czechia	OPAVA	33	2013	"1 station, background, urban"	measured data	24	2013
Czechia	ORLOVA	44	2013	"1 station, background, urban"	measured data	33	2013
Czechia	OSTRAVA	41	2013	"5 stations, background urban/suburban, traffic, urban"	measured data	32	2013
Czechia	PARDUBICE	28	2013	"1 station, background, urban"	measured data	22	2013
Czechia	PLZEN	25	2013	"6 stations, background urban/suburban, traffic, urban"	measured data	21	2013
Czechia	PRAGUE	27	2013	"14 stations, background urban/suburban, traffic, urban"	measured data	19	2013
Czechia	PREROV	31	2013	"1 station, background, urban"	measured data	23	2013
Czechia	PRIBRAM	23	2013	"1 station, traffic, urban"	measured data	17	2013
